"plot","census","dominant_PFT","acom","bcom","ccom","minDBHcom","maxDBHcom","maxDBHdead","pattern","nb_trees","nb_deaths"
"T1412","2015-2020","DB-tree",-2.47866715519425,0.0761121094045389,-1.14408405087535,0.986760647,50.6112719032227,35.01408748,"U-shaped",393,77
"T1413","2015-2020","DB-tree",-1.79776213515741,0.00380257694039957,-0.692364226982969,0.986760647,41.98507399,41.98507399,"Declined",352,124
"T1414","2015-2020","EB-tree",-2.21420750287871,-0.0231314692058178,-0.373768507998411,0.986760647169751,41.1892992721825,26.61070648,"Declined",241,71
"T1415","2015-2020","EB-tree",-2.21012878979606,-0.0537186352576558,-0.709858362780447,0.986760647,35.4915523094927,9.199155711,"Declined",487,109
"T1416","2015-2020","EB-tree",-2.4803441159593,0.0837763019288692,-1.0131228604633,0.986760647,39.21577798,39.21577798,"U-shaped",521,115
"T1417","2015-2020","EB-tree",-3.01106699472064,0.0124355447974072,-0.204032572310312,0.986760647,34.3138057306126,33.48620003,"U-shaped",472,91
"T1418","2015-2020","EB-tree",-2.21197387784643,0.0351832699554716,-1.01750115560221,0.986760647,39.884228738829,30.68507303,"U-shaped",550,134
"T1419","2015-2020","EB-tree",-2.90932812607693,-0.0775974073548392,-0.0980420534912498,1.11408460164327,31.3853547777218,24.00056542,"Declined",390,69
"T1420","2015-2020","EB-tree",-1.85664301285587,-0.168635868743179,-0.437099425643257,0.986760647,25.6876078150319,9.103662745,"Declined",718,215
"T1501","2015-2020","DB-tree",-1.90195183787134,-0.199450764366218,-1.12672795430306,0.986760647,49.4016943357243,5.092958179,"Declined",194,29
"T1502","2015-2020","EB-tree",-1.4955844352178,0.00506195514201709,-0.486410243860713,0.986760647,63.5983152595214,39.78873577,"Declined",119,57
"T1503","2015-2020","EB-tree",-0.868380215749265,-0.00714185762528235,-0.25165188163735,0.986760647,59.9059205797894,27.6929601,"Declined",239,187
"T1504","2015-2020","EB-tree",-1.57375036664673,0.117299196630607,-0.882883688026828,0.986760647169751,26.10141067,26.10141067,"U-shaped",224,107
"T1505","2015-2020","EB-tree",-2.1890436357121,-0.0534166793674604,-0.0848719990579506,0.986760647,61.3064840789981,24.19155135,"Declined",238,83
"T1506","2015-2020","EB-tree",-1.64569324320645,0.0625147356585745,-1.04731949998814,0.986760647,40.807327408762,30.39859413,"U-shaped",169,63
"T1507","2015-2020","DB-tree",-3.84847448819942,-0.0384934888312588,0.186307669616427,1.11408460164327,68.9140903587907,17.28422682,"Unimodal",188,20
"T1508","2015-2020","EB-tree",-2.70439173342645,0.013205194144226,-1.07381507346511,0.986760647169751,49.5926802674346,11.71380381,"Declined",204,26
"T1509","2015-2020","DB-tree",-1.99117704898419,-0.0115733309288529,-1.31414520065758,0.986760647,54.1126806512444,7.512113314,"Declined",266,55
"T1510","2015-2020","DB-tree",-2.70917120108864,0.0383444154177125,-1.11328940759348,0.986760647169751,58.3143711488704,24.28704432,"U-shaped",221,31
"T1511","2015-2020","DB-tree",-1.64415501619108,0.0106211996175054,-0.662236965611117,0.986760647,49.3062013698692,27.6929601,"Declined",237,99
"T1512","2015-2020","EB-tree",-2.33391235589764,-0.0879806231879773,0.416029605408868,0.986760647,47.109863155201,16.99774792,"Unimodal",197,79
"T1513","2015-2020","EB-tree",-2.6109450830255,0.0517099357553522,-0.738517515455152,0.986760647,42.3033838738258,23.10929774,"U-shaped",247,53
"T1514","2015-2020","EB-tree",-3.13275595395594,-0.0190844159014311,-0.472309242648597,0.986760647,36.6056369111359,13.49633917,"Declined",408,50
"T1515","2015-2020","DB-tree",-3.111623552551,-0.0796990754713094,-0.171927821922545,0.986760647169751,46.186764485268,14.10112796,"Declined",405,56
"T1516","2015-2020","DB-tree",-3.17251683967042,-0.140855900105242,0.0403651111627652,1.11408460164327,43.2901445209955,13.81464906,"Declined",307,39
"T1517","2015-2020","EB-tree",-3.30858793337269,-0.0759412829483816,0.526312598307375,0.986760647169751,35.4915523094927,16.4884521,"Unimodal",360,77
"T1518","2015-2020","DB-tree",-2.27480002438778,0.00060557075851672,-0.404764114295743,1.11408460164327,40.48901752,40.48901752,"Declined",320,96
"T1519","2015-2020","EB-tree",-2.8719359136478,-0.0838386754847109,0.0330254780792906,0.986760647,32.4039464135099,16.61577606,"Declined",312,65
"T1520","2015-2020","EB-tree",-2.40652030583202,-0.0948972543786104,-0.0955585221214312,0.986760647,41.985073987642,12.41408556,"Declined",427,114
"T1601","2015-2020","DB-tree",-1.67759095801779,-0.222809472259843,0.0238595173622303,0.986760647,80.9143730679196,8.689859893,"Declined",139,48
"T1602","2015-2020","EB-tree",-2.33015391855024,0.0311065775017599,-0.707439622776501,0.986760647169751,45.009017906388,31.38535478,"U-shaped",165,38
"T1603","2015-2020","DB-tree",-2.24217539723206,-0.124670141895741,0.287802752777782,1.11408460164327,84.7022607135067,12.79605742,"Unimodal",165,58
"T1604","2015-2020","EB-tree",-2.05947096629475,0.0693904243853168,-1.30486703313609,0.986760647,60.9881741928143,45.2954968,"U-shaped",229,53
"T1605","2015-2020","EB-tree",-2.90375867890162,0.0625300061211753,-1.43177278474106,0.986760647,66.4949352237939,27.91577702,"U-shaped",265,29
"T1606","2015-2020","EB-tree",-3.39548443912833,0.00148989841502127,-0.316242901491363,0.986760647169751,78.2087390353574,25.40112892,"Declined",177,21
"T1607","2015-2020","EB-tree",-2.34069121005093,0.0828644119098056,-1.42989026889363,0.986760647169751,40.4890175225782,22.0907061,"U-shaped",167,28
"T1608","2015-2020","DB-tree",-3.68494027761061,-0.0502237450822144,0.631839588283622,0.986760647169751,70.3146538579994,44.40422912,"Unimodal",174,32
"T1609","2015-2020","EB-tree",-1.93965717774289,-0.0906789049282124,0.109808056828246,0.986760647,30.8123969825909,23.90507245,"Unimodal",172,72
"T1610","2015-2020","EB-tree",-2.3723221074981,-0.0437382945990174,0.0814380301179742,0.986760647,40.7118344429068,22.0907061,"Unimodal",166,56
"T1611","2015-2020","EB-tree",-2.66457390141088,-0.060005670388527,-0.0445221842201903,0.986760647,59.3966247618953,21.00845249,"Declined",184,42
"T1612","2015-2020","EB-tree",-2.53520852427138,-0.153325225883479,-0.414147463883672,0.986760647169751,46.6960603031621,9.708451529,"Declined",202,31
"T1613","2015-2020","DB-tree",-2.68261128664398,0.0249350712392954,-0.963701433168446,0.986760647,45.9957785535578,25.30563595,"U-shaped",275,46
"T1614","2015-2020","DB-tree",-2.49516992443334,-0.0786855622268926,-0.143715304707541,0.986760647,68.3093015750415,19.09859317,"Declined",283,67
"T1615","2015-2020","EB-tree",-1.91267002829188,0.00581693168629963,-0.860646590000669,0.986760647,42.3033838738258,20.6901426,"Declined",305,96
"T1616","2015-2020","EB-tree",-2.08144550795018,-0.154021427713315,-0.192215591331162,0.986760647,47.7146519389502,8.403380995,"Declined",385,110
"T1617","2015-2020","EB-tree",-2.43268911981051,0.0475049631066218,-0.938674333704167,1.11408460164327,44.5952150543491,20.21267777,"U-shaped",366,73
"T1618","2015-2020","EB-tree",-2.38272844518672,-0.00595051060823463,-0.548411963825028,0.986760647,40.2980315908679,20.78563557,"Declined",391,92
"T1619","2015-2020","EB-tree",-2.42750417441986,-0.0281300465317901,-0.380774016998334,0.986760647169751,37.8152144786343,21.48591732,"Declined",406,106
"T1620","2015-2020","DB-tree",-2.32446049597724,0.0805550837315711,-1.01389362279903,0.986760647,44.085919236455,31.79915763,"U-shaped",371,86
"T1701","2015-2020","EB-tree",-2.04611782052071,0.0653564814824186,-0.786514727707061,0.986760647,40.4890175225782,37.30591866,"U-shaped",212,71
"T1702","2015-2020","DB-tree",-0.908288840371355,0.021534899494675,-1.29868670371511,1.114084602,55.003948332559,18.20732549,"Declined",62,27
"T1703","2015-2020","DB-tree",-1.95387924704316,-0.0835277525319434,0.0961170935339539,1.11408460164327,71.1104285734588,13.81464906,"Unimodal",88,38
"T1704","2015-2020","DB-tree",-1.81074874170161,-0.0676723019177839,0.357025145450326,1.11408460164327,61.8157798968921,27.59746713,"Unimodal",163,96
"T1705","2015-2020","EB-tree",-2.78221273474872,0.0289831192831437,-0.201376167985169,0.986760647169751,61.1154981472878,48.19211677,"U-shaped",178,45
"T1706","2015-2020","EB-tree",-2.14236743841279,-0.047416904620715,0.152961750097928,1.11408460164327,38.7064821599489,27.08817131,"Unimodal",208,90
"T1707","2015-2020","EB-tree",-1.32189609621914,-0.0394442601874163,-0.15052190690964,0.986760647,73.306766788127,24.98732607,"Declined",191,121
"T1708","2015-2020","EB-tree",-2.07083974666991,-0.0834073328981048,-0.254559346164068,0.986760647,81.200851965485,17.18873385,"Declined",220,72
"T1709","2015-2020","EB-tree",-2.23025043851571,-0.100985781022213,-0.394126153250847,0.986760647,41.985073987642,12.50957853,"Declined",172,42
"T1710","2015-2020","EB-tree",-1.71474284778776,0.0247469254382519,-1.23343812944992,0.986760647,42.2078909079706,19.19408614,"Declined",155,45
"T1711","2015-2020","EB-tree",-2.37247637932084,-0.166769658202663,-0.62240779686709,1.11408460164327,52.8076101178909,10.59971921,"Declined",190,31
"T1712","2015-2020","EB-tree",-2.86438709024821,-0.0646233834233741,-0.0160183274588105,0.986760647,44.3087361567837,25.49662188,"Declined",183,35
"T1713","2015-2020","EB-tree",-2.06473036234613,-0.187093094592127,0.19365680466993,0.986760647,35.3005663777824,12.00028271,"Unimodal",144,44
"T1714","2015-2020","EB-tree",-1.77403543813659,-0.0949331530384952,-0.658533713970864,1.11408460164327,42.2078909079706,16.10648024,"Declined",257,79
"T1715","2015-2020","DB-tree",-2.38190062684554,0.0858441292416228,-1.1842431630732,0.986760647169751,47.0143701893459,41.98507399,"U-shaped",314,60
"T1716","2015-2020","EB-tree",-3.00866052007475,-0.00784891890191163,-0.723691302025564,1.11408460164327,56.5000047976228,17.50704374,"Declined",295,34
"T1717","2015-2020","EB-tree",-1.96324854290953,0.0559937874453769,-1.04392267254726,0.986760647,38.5154962282387,28.99803063,"U-shaped",443,132
"T1718","2015-2020","EB-tree",-2.23354643010265,-0.117222370152272,-0.762695482980884,0.986760647169751,48.4149336885546,9.103662745,"Declined",293,54
"T1719","2015-2020","EB-tree",-1.89947457091145,-0.0771269686702152,0.0269222581476094,0.986760647,40.2980315908679,25.81493177,"Declined",240,102
"T1720","2015-2020","EB-tree",-2.41090363480874,-0.122589666256445,-0.137813062364506,0.986760647,40.4890175225782,12.70056446,"Declined",339,83
"T1801","2015-2020","EB-tree",-2.774243870279,-0.055275300067448,-0.230572746746254,0.986760647169751,51.1842296983535,19.89436789,"Declined",281,53
"T1802","2015-2020","EB-tree",-2.58164231009174,0.0457155778031977,-0.85148487223489,1.11408460164327,41.4121161925112,29.60281942,"U-shaped",394,74
"T1803","2015-2020","EB-tree",-2.74793795725628,-0.0405746415350819,-0.763349062942837,0.986760647,48.8923985178302,9.294648677,"Declined",282,41
"T1804","2015-2020","EB-tree",-2.3542393827244,0.0389472852721607,-1.11254622503651,0.986760647,51.6935255162476,19.38507207,"U-shaped",342,59
"T1805","2015-2020","EB-tree",-2.67733464501842,0.206015959232425,-1.82794498630382,0.986760647,39.31127094,39.31127094,"U-shaped",317,42
"T1806","2015-2020","EB-tree",-2.39939467380397,-0.268746599366397,0.214924162219238,0.986760647,59.3966247618953,9.994930426,"Declined",307,63
"T1807","2015-2020","EB-tree",-2.44622264952077,0.0364611597176813,-0.465235641843474,1.11408460164327,46.6960603031621,38.19718634,"U-shaped",284,78
"T1808","2015-2020","DB-tree",-2.60906620265154,0.047097110065254,-1.5666599643195,1.11408460164327,68.2138086091863,11.10901503,"U-shaped",253,27
"T1809","2015-2020","DB-tree",-2.30849865574945,0.102530992609627,-1.55251336414032,0.986760647,49.210708404014,28.20225592,"U-shaped",203,34
"T1810","2015-2020","DB-tree",-2.4082570294829,0.0166632995026582,-0.849198774471053,0.986760647169751,61.8157798968921,35.10958045,"U-shaped",225,48
"T1811","2015-2020","EB-tree",-2.17463259155128,0.00102849540766017,-0.403860653028159,1.11408460164327,47.7146519389502,34.4092987,"Declined",143,45
"T1812","2015-2020","EB-tree",-3.05849827403603,-0.0359351467867712,-0.0717410591549678,0.986760647169751,56.7864836951883,16.4884521,"Declined",263,45
"T1813","2015-2020","DB-tree",-2.31755963656895,-0.109166469335603,-0.158998593109285,1.11408460164327,50.0064831194735,16.20197321,"Declined",286,71
"T1814","2015-2020","EB-tree",-2.32703631380731,-0.00656438715867267,-0.948031978285733,0.986760647169751,50.2929620170389,12.00028271,"Declined",286,54
"T1815","2015-2020","EB-tree",-3.05008760395089,0.0102234994846298,-0.544915673558736,1.11408460164327,54.5901454805201,32.0856365273261,"U-shaped",227,30
"T1816","2015-2020","EB-tree",-3.34029525303291,-0.00568802619440444,-0.0544258206927599,1.11408460164327,45.2000038380983,32.91324223,"Declined",197,30
"T1817","2015-2020","DB-tree",-1.8429343079522,0.0378307999622885,-1.36442291490836,0.986760647,52.9985960496011,19.98986085,"U-shaped",426,124
"T1818","2015-2020","EB-tree",-1.83130871835815,-0.0224877763314966,-0.897594581175547,0.986760647169751,43.6084544071793,17.98450857,"Declined",362,113
"T1819","2015-2020","EB-tree",-1.76374578103524,-0.233047917750227,-0.226576023874077,1.11408460164327,53.2850749471666,8.403380995,"Declined",257,74
"T1820","2015-2020","EB-tree",-2.04470539430012,0.0849921070123852,-1.13987640033839,1.11408460164327,35.014087480217,32.08563653,"U-shaped",360,97
"T1901","2015-2020","EB-tree",-2.71829980922721,-0.0984862332563022,-0.826239141125999,1.11408460164327,54.9084553667039,8.912676813,"Declined",321,37
"T1902","2015-2020","EB-tree",-2.46092718277548,0.143726327298413,-2.08093785434155,1.11408460164327,56.7864836951883,51.59803255,"U-shaped",392,46
"T1903","2015-2020","DB-tree",-2.19359853833485,-1.19644314572781,1.21840582764491,0.986760647,52.8076101178909,4.106197532,"Unimodal",359,30
"T1904","2015-2020","DB-tree",-2.24703885814958,-0.0989783004303711,-1.01914181702097,1.11408460164327,55.3859201959796,7.703099246,"Declined",371,50
"T1905","2015-2020","EB-tree",-2.30118817490412,0.0687711182070756,-1.54178272865619,1.11408460164327,45.9002855877026,16.61577606,"U-shaped",323,48
"T1906","2015-2020","EB-tree",-2.24183876869896,-0.23573670657738,-0.683660973456404,1.11408460164327,47.0143701893459,8.594366927,"Declined",229,32
"T1907","2015-2020","EB-tree",-2.23826275566642,0.0730996843199645,-1.84961611730891,0.986760647169751,53.2850749471666,15.08788861,"U-shaped",318,45
"T1908","2015-2020","EB-tree",-2.64037531088185,-0.0753071592201247,-0.691797201682378,1.11408460164327,57.0093006155169,9.803944494,"Declined",276,38
"T1909","2015-2020","EB-tree",-3.70307485569215,-0.0206163159357722,-0.562295906127927,1.11408460164327,57.9005682968315,15.50169146,"Declined",272,17
"T1910","2015-2020","EB-tree",-3.01920869016213,-0.0507261777318336,-0.308085697812728,0.986760647,43.3856374868507,14.89690267,"Declined",195,28
"T1911","2015-2020","EB-tree",-2.31898567557825,-0.0449848035857274,-0.469879726285151,1.11408460164327,43.7994403388896,13.11436731,"Declined",233,54
"T1912","2015-2020","EB-tree",-2.61988618520977,-0.0988593951599379,-0.771664925921516,0.986760647169751,47.109863155201,11.49098689,"Declined",151,20
"T1913","2015-2020","EB-tree",-2.6623260418669,-0.0462502132597617,-0.728980983263698,1.11408460164327,41.8895810217869,13.68732511,"Declined",318,48
"T1914","2015-2020","EB-tree",-2.3215199812404,-0.132701088223348,-0.381602330379057,0.986760647169751,49.9109901536184,14.99239564,"Declined",235,46
"T1915","2015-2020","DB-tree",-2.63118495413601,-0.387609668982706,1.01735903913277,0.986760647169751,50.9932437666433,13.68732511,"Unimodal",201,45
"T1916","2015-2020","DB-tree",-2.80012184954847,-0.19277931985916,0.436236358731077,0.986760647,71.5878934027345,14.51493081,"Unimodal",257,52
"T1917","2015-2020","EB-tree",-2.34538201267877,-0.207201944210155,0.110056358058058,0.986760647,43.6084544071793,14.51493081,"Declined",239,54
"T1918","2015-2020","EB-tree",-2.71928656136826,-0.0794868605001578,0.0990390807755408,1.11408460164327,45.9957785535578,17.18873385,"Unimodal",221,50
"T1919","2015-2020","EB-tree",-2.50077555569353,0.00122329808844887,-0.60965411125073,1.11408460164327,40.9028203746171,20.78563557,"Declined",307,65
"T1920","2015-2020","EB-tree",-2.30746322891562,-0.0094714025079843,-0.35045662068072,1.11408460164327,39.50225688,39.50225688,"Declined",302,81
"T2001","2015-2020","DB-tree",-2.68323609578145,0.0903621663433605,-2.10598069722462,0.986760647169751,77.9859221150287,27.50197417,"U-shaped",367,29
"T2002","2015-2020","EB-tree",-3.31042955415818,0.137923706103937,-1.44866538425998,1.11408460164327,38.8974680916592,24.70084717,"U-shaped",283,23
"T2003","2015-2020","EB-tree",-3.15443517449798,0.0471982903426068,-0.507351885301821,0.986760647169751,36.7966228428462,31.09887588,"U-shaped",330,50
"T2004","2015-2020","EB-tree",-3.31320750104371,0.167397471804782,-1.59155321841913,1.11408460164327,63.08901944,63.08901944,"U-shaped",329,28
"T2005","2015-2020","EB-tree",-2.83709879371002,-0.10831502575226,-1.46358192037555,0.859436692696235,43.6084544071793,6.302535746,"Declined",366,28
"T2006","2015-2020","DB-tree",-2.42460986528155,0.0633850244511654,-2.14641547114426,1.11408460164327,56.2135259000574,14.10112796,"U-shaped",323,27
"T2007","2015-2020","EB-tree",-3.4990834292233,0.0085601866044982,-0.400778861111077,1.11408460164327,39.6932428071187,22.79098785,"Declined",320,32
"T2008","2015-2020","DB-tree",-2.86858836415733,0.0697795943485871,-1.07037893898013,1.11408460164327,49.1152154381589,32.78591828,"U-shaped",323,40
"T2009","2015-2020","EB-tree",-2.46622197294506,0.0509406379368074,-1.67903738402631,1.11408460164327,55.3859201959796,10.18591636,"U-shaped",372,43
"T2010","2015-2020","EB-tree",-2.81648801163299,0.131478276081414,-1.23731961814222,0.986760647,35.9053551615316,30.2076082,"U-shaped",346,50
"T2011","2015-2020","EB-tree",-3.36361913766741,-0.0631778312432369,0.153098759181343,1.11408460164327,43.0036656234301,26.70619945,"Unimodal",302,44
"T2012","2015-2020","EB-tree",-3.69297588240093,-0.261104489949307,1.27253148527521,0.986760647169751,42.1123979421155,18.30281846,"Unimodal",154,24
"T2013","2015-2020","EB-tree",-1.37226145911674,-0.437634366071202,-0.407570035190227,1.114084602,52.7121171520357,5.092958179,"Declined",138,37
"T2014","2015-2020","EB-tree",-2.17649272395947,-0.150404504704579,-0.173017995698595,1.11408460164327,40.2980315908679,11.30000096,"Declined",127,32
"T2015","2015-2020","EB-tree",-3.01915347291115,0.0263643351300835,-0.629309491540156,1.305070533,47.7146519389502,23.10929774,"U-shaped",122,16
"T2016","2015-2020","DB-tree",-2.69415305679512,-0.274276531377751,0.321397525410953,1.11408460164327,60.797188261104,7.193803428,"Unimodal",159,27
"T2017","2015-2020","EB-tree",-2.20465248655883,0.0840367423039306,-0.913479609017239,0.986760647,69.80535804,69.80535804,"U-shaped",240,67
"T2018","2015-2020","EB-tree",-1.86224795564638,-0.154675538179503,-0.244459484566623,1.209577567,52.4893002317071,11.30000096,"Declined",175,50
"T2019","2015-2020","DB-tree",-2.74425314333631,-0.127222468391133,0.415775159778908,0.986760647169751,40.9028203746171,26.99267835,"Unimodal",186,47
"T2020","2015-2020","DB-tree",-3.48224975425715,-0.85492357729192,3.4637961016154,1.30507053335354,43.8949333047447,10.18591636,"Unimodal",63,14
"T2101","2015-2020","EB-tree",-3.51122233313921,0.0101642050996251,-0.130762358645375,1.11408460164327,55.3859201959796,23.30028367,"U-shaped",342,44
"T2102","2015-2020","EB-tree",-2.98659163859117,0.138073588463077,-1.56912660988109,0.986760647169751,36.4146509794257,33.10422816,"U-shaped",282,28
"T2103","2015-2020","EB-tree",-3.75094101305652,-0.0631115214289997,-0.309173552177868,0.986760647,39.5022568754084,15.69267739,"Declined",213,14
"T2104","2015-2020","EB-tree",-3.32320417300115,0.161461749041618,-1.78383586452494,1.11408460164327,41.985073987642,41.88958102,"U-shaped",293,19
"T2105","2015-2020","EB-tree",-3.86346768461841,0.0767495783406002,-0.996761930724978,0.986760647169751,55.5132441504531,31.28986181,"U-shaped",333,19
"T2106","2015-2020","EB-tree",-3.14342293728571,0.0599278614010897,-0.996655810443361,0.986760647169751,43.0036656234301,29.60281942,"U-shaped",351,37
"T2107","2015-2020","EB-tree",-2.62791312139137,0.159411310697457,-1.87232026202292,0.986760647,43.8949333047447,37.49690459,"U-shaped",363,44
"T2108","2015-2020","DB-tree",-1.71956997522418,-0.125187303112042,-1.33663827931919,0.986760647169751,37.4014116265954,7.894085177,"Declined",377,64
"T2109","2015-2020","EB-tree",-2.39906540404114,-0.0403329509454137,-0.956346493787048,0.986760647,41.8895810217869,7.512113314,"Declined",528,92
"T2110","2015-2020","EB-tree",-2.62540904854124,0.000547916991352329,-0.600894787583229,1.11408460164327,41.8895810217869,24.98732607,"Declined",432,81
"T2111","2015-2020","EB-tree",-3.34557905953437,-0.486154071584176,1.43121597378285,0.986760647169751,36.8921158087013,8.594366927,"Unimodal",314,42
"T2112","2015-2020","EB-tree",-2.25854011047376,-0.0119958631289059,-1.09049664908065,0.986760647169751,41.6031021242214,15.75633937,"Declined",307,56
"T2113","2015-2020","EB-tree",-1.96316099725618,-0.486859332233043,-0.0336273516808164,1.11408460164327,36.5101439452808,5.98422586,"Declined",134,22
"T2114","2015-2020","EB-tree",-2.68173690895892,-0.329191081488494,0.788991793139357,1.11408460164327,67.2907099392533,8.912676813,"Unimodal",223,46
"T2115","2015-2020","EB-tree",-1.91209335400928,-0.118785995107535,-0.476715601494827,1.114084602,36.9876087745565,9.994930426,"Declined",146,35
"T2116","2015-2020","EB-tree",-2.25966975831712,0.00712958134986737,-0.495598898378338,0.986760647169751,45.00901791,45.00901791,"Declined",200,53
"T2117","2015-2020","EB-tree",-2.45497467720706,0.0758808561082534,-1.0174367081991,0.986760647169751,43.70394737,43.70394737,"U-shaped",461,94
"T2118","2015-2020","EB-tree",-2.06929782095251,-0.331862763847702,-0.308830478311125,0.986760647,37.6878905241608,8.212395064,"Declined",263,50
"T2119","2015-2020","EB-tree",-2.39592720759167,-0.2017560592968,0.259548273214615,1.11408460164327,33.2952140948245,10.50422624,"Unimodal",265,62
"T2120","2015-2020","DB-tree",-2.79863267358292,-0.811934515654474,2.98279287937614,0.986760647,63.6938082253765,8.594366927,"Unimodal",75,19
"T2201","2015-2020","EB-tree",-2.62969324047758,0.0874472981815778,-1.55584159241929,0.986760647169751,53.7943707650606,28.99803063,"U-shaped",368,46
"T2202","2015-2020","EB-tree",-2.57527172267392,0.0830636499342214,-1.26017269688376,1.11408460164327,39.215777977843,26.0059177,"U-shaped",403,58
"T2203","2015-2020","EB-tree",-3.04342426231403,0.0878083619999016,-1.07638180934945,1.11408460164327,44.21324319,44.21324319,"U-shaped",367,41
"T2204","2015-2020","EB-tree",-3.04691803807556,0.0662406660148165,-0.754513988163554,1.11408460164327,40.7118344429068,30.68507303,"U-shaped",358,48
"T2205","2015-2020","EB-tree",-2.92815124356238,0.0783749985142059,-0.86931701308677,0.986760647,48.8923985178302,25.49662188,"U-shaped",341,52
"T2206","2015-2020","EB-tree",-3.18165172166282,0.0904615251344307,-1.1987615217774,0.986760647169751,38.1016933761997,32.08563653,"U-shaped",319,30
"T2207","2015-2020","EB-tree",-3.15877274692016,-0.0096897005801663,-0.803914830972683,1.11408460164327,32.3084534476548,12.19126864,"Declined",454,46
"T2208","2015-2020","EB-tree",-2.34397156636068,-0.0629181258281196,-1.40375098056596,1.11408460164327,50.8977508007881,11.10901503,"Declined",438,59
"T2209","2015-2020","EB-tree",-2.71989696623377,0.0606765433668761,-1.09169458146576,1.11408460164327,42.3033838738258,27.59746713,"U-shaped",422,55
"T2210","2015-2020","EB-tree",-2.61180740784181,-0.00528416856745172,-0.756028372799371,0.986760647,33.7090169468634,27.08817131,"Declined",512,91
"T2211","2015-2020","EB-tree",-2.44923062115946,-0.0632275588507487,-0.824420942950308,1.11408460164327,46.5050743714518,8.785352859,"Declined",315,52
"T2212","2015-2020","EB-tree",-2.36092682096301,-0.773746757313465,1.72982145516243,1.11408460164327,43.7039473730345,6.111549815,"Unimodal",268,56
"T2213","2015-2020","EB-tree",-2.18148129983935,-0.19584192134089,0.170223823261436,0.986760647169751,62.898033509917,11.80929678,"Declined",226,61
"T2214","2015-2020","EB-tree",-1.59883285229064,0.0669675859907383,-1.35174183117728,0.986760647,32.7859182769304,16.29746617,"U-shaped",259,81
"T2215","2015-2020","EB-tree",-1.39121326429559,-0.101206814355781,-0.611095910081312,0.986760647,33.9000028785737,16.90225496,"Declined",220,83
"T2216","2015-2020","DB-tree",-2.20391968368822,-0.224413276763725,0.22311214420566,1.11408460164327,41.1892992721825,10.69521218,"Declined",178,42
"T2217","2015-2020","DB-tree",-1.86651041257794,0.0219147302233753,-1.0640914556693,1.114084602,50.5157789373676,25.91042474,"U-shaped",217,53
"T2218","2015-2020","EB-tree",-2.31242052308364,-0.328928272573903,0.752687596652469,1.11408460164327,37.4014116265954,7.894085177,"Unimodal",171,44
"T2219","2015-2020","EB-tree",-1.64133677431081,-0.0652695111617627,-0.907921864369159,0.986760647169751,38.8019751258041,19.19408614,"Declined",235,66
"T2220","2015-2020","DB-tree",-1.56428946042309,-0.995542696028022,2.54466747832559,1.11408460164327,37.11493272903,8.912676813,"Unimodal",73,20
"T2301","2015-2020","EB-tree",-2.93709875362437,-0.0286325109066664,-0.942656739781086,1.11408460164327,64.7123998611647,10.59971921,"Declined",278,27
"T2302","2015-2020","EB-tree",-4.1470735511544,-0.0460526344654139,0.16002006664351,1.11408460164327,40.807327408762,17.79352264,"Unimodal",290,22
"T2303","2015-2020","EB-tree",-2.56237094526158,-0.0345018395986453,-0.113792125284424,1.11408460164327,64.489582940836,20.91295952,"Declined",343,92
"T2304","2015-2020","EB-tree",-3.4080963540209,-0.0559356681864677,0.0795486756230057,0.986760647169751,42.8126796917199,18.39831142,"Unimodal",260,35
"T2305","2015-2020","EB-tree",-3.02432240802956,-0.163832896353792,-0.253168484961283,0.986760647169751,58.6008500464359,7.703099246,"Declined",424,50
"T2306","2015-2020","EB-tree",-2.81792623177478,0.0521305780257237,-1.27615359097248,1.11408460164327,40.9983133404722,10.31324031,"U-shaped",483,53
"T2307","2015-2020","EB-tree",-3.26669557140872,-0.028389325004263,-0.400778790067236,1.11408460164327,39.5022568754084,19.51239602,"Declined",387,43
"T2308","2015-2020","DB-tree",-2.51433526139765,0.129070291510289,-2.02134581080688,1.11408460164327,41.1892992721825,21.61324127,"U-shaped",396,40
"T2309","2015-2020","DB-tree",-2.04898978408736,0.0364323237558449,-1.32797844138151,1.11408460164327,47.8101449048054,22.79098785,"U-shaped",376,77
"T2310","2015-2020","EB-tree",-1.83264611867607,0.221001622994765,-2.56588300394085,1.11408460164327,48.98789148,48.98789148,"U-shaped",400,77
"T2311","2015-2020","DB-tree",-2.09108903663862,0.115856714324965,-1.74874680288984,1.11408460164327,40.71183444,40.71183444,"U-shaped",221,44
"T2312","2015-2020","EB-tree",-3.2639372590238,-0.124131274508398,-0.0977667679542523,1.11408460164327,40.9028203746171,9.994930426,"Declined",220,24
"T2313","2015-2020","EB-tree",-2.43504483545297,-0.425112615259946,1.02599699470486,0.986760647169751,58.4098641147256,12.50957853,"Unimodal",177,39
"T2314","2015-2020","EB-tree",-1.82018502647122,-0.00690105806429047,-0.807559089604537,1.11408460164327,34.8867635257435,16.90225496,"Declined",321,92
"T2315","2015-2020","EB-tree",-2.45246716258402,-0.02040313630454,-0.529177392234218,1.11408460164327,54.6856384463752,16.90225496,"Declined",196,41
"T2316","2015-2020","DB-tree",-2.9873529781999,-0.456602432279631,1.54624443783348,1.11408460164327,46.7915532690172,7.798592212,"Unimodal",55,10
