"plot","census","dominant_PFT","acom","bcom","ccom","minDBHcom","maxDBHcom","maxDBHdead","pattern","nb_trees","nb_deaths"
"T1101","2010-2015","EB-tree",-3.56553972211049,0.0141267368439715,-0.410345497911708,0.999493043,60.50116007,28.2,"U-shaped",216,21
"T1102","2010-2015","EB-tree",-2.71183839606802,-0.0152147066770822,-0.488846951338797,0.999493043,41.1,24.2,"Declined",317,54
"T1103","2010-2015","EB-tree",-3.29131554294793,-0.425575333185559,0.963078493769004,0.999493043,33.30158029,9.6,"Unimodal",279,33
"T1104","2010-2015","EB-tree",-2.72440222549517,-0.416186791977287,-0.161661856187569,0.999493043,37.79929898,4.9,"Declined",237,22
"T1105","2010-2015","EB-tree",-2.5771607293565,-0.0593121213464698,-0.369492596706198,0.999493043,26.69983325,13.2,"Declined",180,34
"T1106","2010-2015","EB-tree",-4.59357191599209,-0.175845058469396,1.21832313269539,0.999493043,56.70054003,18.3,"Unimodal",201,19
"T1107","2010-2015","EB-tree",-2.73103639177366,0.0823914772069303,-0.964438947796558,0.999493043,36.8,33.7,"U-shaped",258,39
"T1108","2010-2015","EB-tree",-3.67212414201038,0.0207844164845436,-0.0818174377288891,0.999493043,35.8003129,21.9,"U-shaped",181,23
"T1109","2010-2015","EB-tree",-4.02000390401436,-0.0910062648139816,0.542237119542131,0.999493043,45.90028559,16.7,"Unimodal",200,22
"T1110","2010-2015","EB-tree",-4.14747507927903,-0.125113412117675,0.839889431847166,0.999493043,43.00048252,22.3,"Unimodal",249,28
"T1111","2010-2015","EB-tree",-4.15488032340318,-0.102367845868976,0.466538159433373,0.999493043,51.10146913,13.7,"Unimodal",276,22
"T1112","2010-2015","EB-tree",-3.98775669308141,-0.127835782555948,0.933076189426872,0.999493043,33.90000288,12.5,"Unimodal",235,34
"T1113","2010-2015","EB-tree",-2.88619987402392,0.0459869203535655,-0.99239905352462,1.101352206,31.09887588,19.2,"U-shaped",421,51
"T1114","2010-2015","EB-tree",-3.1166579957333,0.0283023820343067,-0.50008787245763,0.999493043,51.90042694,35.7,"U-shaped",436,62
"T1115","2010-2015","EB-tree",-3.07908264892832,-0.00207086953499412,-0.717219656652668,0.999493043,33.7,16.3,"Declined",316,37
"T1116","2010-2015","EB-tree",-2.79622813795198,0.00911409206645769,-0.635839933007065,0.999493043,39.19986248,21.3,"Declined",364,63
"T1117","2010-2015","EB-tree",-2.85782765770127,0.0276379711043494,-0.500175197458633,1,42.00098948,22.3,"U-shaped",300,52
"T1118","2010-2015","EB-tree",-3.22388339990538,-0.0161236998846558,-0.314826105826821,1.200028271,38.49958073,24.1,"Declined",261,33
"T1119","2010-2015","EB-tree",-2.64325397281805,-0.0376045904415173,-0.230789732432323,1.101352206,36.39873549,15.3,"Declined",235,51
"T1120","2010-2015","EB-tree",-3.12346220220168,0.0198766908394977,-0.384526481756158,0.999493043,30.70098852,24.6,"U-shaped",321,48
"T1201","2010-2015","EB-tree",-2.23283915681419,0.0519004809319691,-0.924182359152656,0.999493043,63.70017442,49.3,"U-shaped",218,60
"T1202","2010-2015","EB-tree",-3.1269838841653,-0.0547364136588385,0.0354661377387841,0.999493043,42.00098948,13.2,"Declined",311,53
"T1203","2010-2015","EB-tree",-3.14695998062394,0.0663391962868536,-0.70242438484592,0.999493043,33.30158029,22.9,"U-shaped",326,45
"T1204","2010-2015","EB-tree",-3.38728907987698,0.0153390101062456,-0.456295069889416,0.999493043,45.49921513,34.5,"U-shaped",198,22
"T1205","2010-2015","EB-tree",-3.86077567275918,-0.0108564040663363,-0.210704275591822,0.999493043,55.70104698,21.7,"Declined",337,27
"T1206","2010-2015","EB-tree",-2.93941259391839,0.12400735108111,-1.40929637765752,0.999493043,49.3,49.3,"U-shaped",413,50
"T1207","2010-2015","DB-tree",-2.40578074670201,-0.114109675013574,-0.540332204594487,0.999493043,61.30011788,8.1,"Declined",264,47
"T1208","2010-2015","EB-tree",-5.67433415888956,-0.255654739198089,1.93023690912811,1,29.00121373,16,"Unimodal",139,10
"T1209","2010-2015","EB-tree",-2.86126536958191,0.0170326709448397,-0.474298893601791,0.999493043,55.20130046,35.3,"U-shaped",231,39
"T1210","2010-2015","EB-tree",-3.32489681178752,-0.0114270299572465,0.156277044591016,0.999493043,33.90000288,24.4,"Unimodal",203,39
"T1211","2010-2015","EB-tree",-3.56356935771489,0.0936939064321792,-0.626028805795022,0.999493043,34.60028463,31.3,"U-shaped",408,43
"T1212","2010-2015","DB-tree",-3.92910414433682,-0.0750228134824761,0.357486624944479,0.999493043,44.99946861,32.6,"Unimodal",452,46
"T1213","2010-2015","EB-tree",-3.62149968413466,0.00227114461948529,-0.0866476523592148,0.999493043,38.8,25,"U-shaped",496,59
"T1214","2010-2015","EB-tree",-3.60318085946941,-0.0313472241473637,0.0351065432258451,0.999493043,45.90028559,26.9,"Unimodal",474,56
"T1215","2010-2015","EB-tree",-3.37170595983607,0.0102938173006029,-0.166333628308711,0.999493043,36.79980594,31.8,"U-shaped",348,49
"T1216","2010-2015","EB-tree",-3.03271593441578,-0.0608868619609789,-0.506054475479029,0.999493043,38.70011596,14.1,"Declined",242,29
"T1217","2010-2015","DB-tree",-2.95704893065526,-0.0616349382943084,0.275636021018965,1,42.00098948,13.5,"Unimodal",244,58
"T1218","2010-2015","EB-tree",-3.75916869894844,-0.144797646796614,0.627077026967015,0.999493043,30.29991807,15.3,"Unimodal",279,34
"T1219","2010-2015","EB-tree",-2.86282920500513,0.0788415468952998,-0.705291458058904,0.999493043,33.60079159,32.6,"U-shaped",331,60
"T1220","2010-2015","EB-tree",-3.21953807658993,0.0305821226336456,-0.271708860191194,0.999493043,38.6014399,28.3,"U-shaped",384,61
"T1301","2010-2015","EB-tree",-3.01694947664351,0.0663880393233167,-0.965810340632619,0.999493043,52.49884953,44.3,"U-shaped",159,20
"T1302","2010-2015","DB-tree",-2.8855697172378,0.0808819384664348,-1.11572724580937,1,81.5,81.5,"U-shaped",267,35
"T1303","2010-2015","EB-tree",-3.58381858971396,-0.0455319185046573,0.172445025081747,0.999493043,54.70155394,15.6,"Unimodal",360,47
"T1304","2010-2015","EB-tree",-2.63058199614388,-0.0827225397180488,-0.555024138365325,0.999493043,54.70155394,19.1,"Declined",276,43
"T1305","2010-2015","EB-tree",-3.23882517276322,-0.00790999222222886,-0.265351789490101,0.999493043,49.29983517,30.2,"Declined",259,36
"T1306","2010-2015","EB-tree",-3.55243770467013,-0.0161957594123614,0.125883420489928,0.999493043,63.49963919,26.5,"Unimodal",225,32
"T1307","2010-2015","DB-tree",-4.30954287680608,-0.0020787391261274,0.333018203853994,0.999493043,71.99851316,30.2,"Increased",163,16
"T1308","2010-2015","EB-tree",-2.52033822765582,-0.05795739264929,-0.960919883074529,1.1,64.29859701,9.9,"Declined",314,39
"T1309","2010-2015","EB-tree",-3.30107958155419,0.0563948619285371,-0.47861825483189,0.999493043,40.49856682,28.5,"U-shaped",218,29
"T1310","2010-2015","EB-tree",-4.3175111436993,0.0650782994414053,-0.525420005511003,1,54.39915955,42.9,"U-shaped",147,8
"T1311","2010-2015","DB-tree",-3.46392206858844,-0.00689501011900736,-0.122739349703662,0.999493043,47.8,47.8,"Declined",339,43
"T1312","2010-2015","DB-tree",-3.39995135227817,0.0177880256970844,-0.812421878045178,0.999493043,48.80008865,12.7,"U-shaped",424,36
"T1313","2010-2015","DB-tree",-3.60820616189841,-0.133233899315111,0.196325868810824,0.999493043,41.59991903,11.8,"Unimodal",421,42
"T1314","2010-2015","EB-tree",-2.73230308448917,-0.134383522213572,-0.551766834854312,0.999493043,36.30005942,15.1,"Declined",356,47
"T1315","2010-2015","EB-tree",-2.59114930672637,0.107079101224051,-1.36375783827229,0.999493043,38.20036944,35,"U-shaped",312,47
"T1316","2010-2015","EB-tree",-3.329206163122,0.00162619568798565,0.179503571927022,0.999493043,45.69975036,39.2,"Increased",323,64
"T1317","2010-2015","EB-tree",-3.61699550575118,-0.042958819704058,0.319095998871222,1.2,32.49943938,30.2,"Unimodal",273,41
"T1318","2010-2015","EB-tree",-3.46170268142233,-0.0342571067190339,0.224084936275376,0.999493043,36.30005942,30,"Unimodal",282,45
"T1319","2010-2015","EB-tree",-4.25912061652327,-0.00130815663441556,0.35939044213112,0.999493043,27.80118546,27.5,"Increased",344,37
"T1320","2010-2015","EB-tree",-3.69459778529459,-0.067499407001907,0.487025707180586,0.999493043,30.70098852,25.9,"Unimodal",476,73
"T1401","2010-2015","EB-tree",-2.86110244964904,0.13464947224792,-1.74467167967879,0.999493043,63.2,63.2,"U-shaped",207,23
"T1402","2010-2015","EB-tree",-2.98396673021504,-0.118053015779934,-0.405249988365281,0.999493043,47.39952515,10.2,"Declined",160,20
"T1403","2010-2015","EB-tree",-3.44282729074342,-0.0439887270410799,0.367510491441797,1,80.50057022,22.3,"Unimodal",200,36
"T1404","2010-2015","EB-tree",-3.56212792683643,0.0294030785326639,-0.469752639753774,0.999493043,61.30011788,58.1,"U-shaped",293,30
"T1405","2010-2015","EB-tree",-4.03823052083389,-0.0658154513194142,0.45662225961446,0.999493043,60.59983613,16.1,"Unimodal",348,36
"T1406","2010-2015","DB-tree",-3.29797705864261,-0.0184457599816326,-0.33727581323798,0.999493043,66.50130142,26.4,"Declined",236,28
"T1407","2010-2015","EB-tree",-3.24784315015198,0.0979284399662599,-0.705218373592755,0.999493043,33.8,24.6,"U-shaped",216,30
"T1408","2010-2015","EB-tree",-3.08175917636688,-0.111315848747817,0.478105356555306,0.999493043,48.89876472,23.9,"Unimodal",258,56
"T1409","2010-2015","EB-tree",-2.94663445063641,0.0750854871014488,-0.740147735280593,0.999493043,32.8,28.3,"U-shaped",193,31
"T1410","2010-2015","EB-tree",-4.14888736556801,-0.000261519342105313,0.0116154447709036,0.999493043,50.20065215,39,"Unimodal",283,22
"T1411","2010-2015","EB-tree",-3.58023500483738,-0.0449364099131812,0.0543052485490247,0.999493043,28.50146721,19.9,"Unimodal",291,35
"T1412","2010-2015","DB-tree",-3.11978633502892,-0.114062848940373,-0.115288331086317,0.999493043,48.80008865,10.5,"Declined",344,45
"T1413","2010-2015","DB-tree",-2.8069091033045,-0.16504296612688,0.0242308887247228,0.999493043,40.8,11.6,"Declined",314,52
"T1414","2010-2015","EB-tree",-3.33563422564474,-0.0630109160166209,-0.220572262375485,0.999493043,39.60093294,8.4,"Declined",217,23
"T1415","2010-2015","EB-tree",-2.88262593486974,0.0419774109745889,-0.579038070911632,0.999493043,35.89898896,30,"U-shaped",375,61
"T1416","2010-2015","EB-tree",-3.57510982085253,0.0042869313032015,-0.0968412926540103,1.1,38.7,31.6,"U-shaped",304,37
"T1417","2010-2015","EB-tree",-2.60894610716973,0.089176822320537,-0.868207440068773,0.999493043,33.4,30.4,"U-shaped",294,56
"T1418","2010-2015","EB-tree",-2.7545045340118,0.044899019071829,-0.461293449330718,1.1,46.2,46.2,"U-shaped",324,71
"T1419","2010-2015","EB-tree",-3.4334544732072,-0.095479767866967,0.454586485837221,1.1,28.8006785,24.5,"Unimodal",234,39
"T1420","2010-2015","EB-tree",-2.54451495672,0.138485534626601,-1.26926581402342,1.1,25.49980498,22.6,"U-shaped",401,71
"T1501","2010-2015","DB-tree",-4.2012238713176,-0.142605742334294,0.831966715953919,1.1,49.09929994,13.7,"Unimodal",162,16
"T1502","2010-2015","EB-tree",-1.89131634040834,-0.185654389319893,0.0395712058062583,1,61.39879395,20.1,"Declined",142,46
"T1503","2010-2015","EB-tree",-2.04140180198209,0.0736699618452499,-1.24491749156663,0.999493043,59.39980786,54.4,"U-shaped",246,62
"T1504","2010-2015","EB-tree",-3.84647275501488,0.234750188527904,-1.52188300972613,0.999493043,47.8,47.8,"U-shaped",202,14
"T1505","2010-2015","EB-tree",-3.08020041168841,-0.109674887080808,0.107942116322417,1,65.60048444,15.7,"Declined",218,35
"T1506","2010-2015","EB-tree",-2.93211315374583,-0.0838292308101445,-0.100166974355853,0.999493043,38.29904551,10,"Declined",171,29
"T1507","2010-2015","DB-tree",-3.59517122551562,-0.158430398702579,0.532533247164668,0.999493043,66.19890703,16.7,"Unimodal",181,22
"T1508","2010-2015","EB-tree",-3.6099248568821,-0.104053360918699,0.393083659109588,0.999493043,51.20014519,20.6,"Unimodal",209,26
"T1509","2010-2015","DB-tree",-2.94679713775341,-0.00114695740919256,-0.437761800874944,0.999493043,55.20130046,18.5,"Declined",241,38
"T1510","2010-2015","DB-tree",-4.00502538883978,-0.0582567835228534,0.132142857794505,0.999493043,57.70003307,19.2,"Unimodal",187,15
"T1511","2010-2015","DB-tree",-3.27881378668922,0.00482917840884668,-0.37702628033587,0.999493043,46.30135604,30.6,"Declined",183,23
"T1512","2010-2015","EB-tree",-3.26320001568736,-0.328942411495342,0.700498270707147,0.999493043,40.69910205,10.5,"Unimodal",165,19
"T1513","2010-2015","EB-tree",-3.2991311490747,0.0703119613644076,-0.283734848893672,0.999493043,41.1001725,40.6,"U-shaped",174,33
"T1514","2010-2015","EB-tree",-3.32114013625056,-0.17865880225661,0.434417379324443,0.999493043,34.69896069,9.5,"Unimodal",335,47
"T1515","2010-2015","EB-tree",-3.55938016157707,-0.0855321963121534,0.45209434108097,1.1,43.70076427,34.1,"Unimodal",310,47
"T1516","2010-2015","DB-tree",-3.3458357117674,-0.095994229896881,0.421247731160376,0.999493043,41.3993838,17.5,"Unimodal",281,49
"T1517","2010-2015","EB-tree",-3.49458526400379,0.0538898186223289,-0.453122313544472,1,34.10053811,19.8,"U-shaped",295,33
"T1518","2010-2015","DB-tree",-2.77671198564609,-0.0490310296829376,0.168616294272353,0.999493043,39.49907378,28.6,"Unimodal",171,45
"T1519","2010-2015","EB-tree",-2.35362857606203,0.0166484288659131,-0.199125603090163,0.999493043,30.39859413,25.6,"U-shaped",168,58
"T1520","2010-2015","EB-tree",-3.40571711149419,-0.499927418513586,1.80170044174712,1,44.90079255,8.4,"Unimodal",233,41
"T1601","2010-2015","DB-tree",-4.48369278530967,-0.271003454437993,1.58899333221941,1.1,78.6002602,14.5,"Unimodal",123,15
"T1602","2010-2015","EB-tree",-3.25826477427113,-0.223442084930274,1.10818749730121,0.999493043,42.20152471,19.5,"Unimodal",166,37
"T1603","2010-2015","DB-tree",-2.42471003772943,-0.104969454901736,0.0167518972537424,0.999493043,82.79876759,15.4,"Declined",184,48
"T1604","2010-2015","EB-tree",-2.97873800262472,-0.140916063758376,0.0164935935514111,1,61.7998644,11.4,"Declined",237,37
"T1605","2010-2015","EB-tree",-3.99010626810071,-0.00726365442212274,-0.0960770962217061,0.999493043,62.99989267,29.4,"Declined",223,18
"T1606","2010-2015","EB-tree",-3.24331188323663,-0.686989483909465,1.735296617577,0.999493043,77.80130238,9.1,"Unimodal",158,17
"T1607","2010-2015","EB-tree",-3.33205115880084,-0.0900200399842616,0.225170693664386,0.999493043,39.699609,20.7,"Unimodal",160,23
"T1608","2010-2015","EB-tree",-4.62905619181098,-0.353765003020139,2.10050916300905,0.999493043,57.29896261,12,"Unimodal",153,17
"T1609","2010-2015","EB-tree",-3.17294942217324,-0.264569346605208,0.913508832493474,1,30.201242,9.7,"Unimodal",173,30
"T1610","2010-2015","EB-tree",-4.01281946906186,-0.339551072797692,1.26965360487345,1.1,41.00149644,8.3,"Unimodal",169,15
"T1611","2010-2015","EB-tree",-3.70670609335445,-0.255913159888302,0.886329778893349,0.999493043,56.70054003,13.7,"Unimodal",161,17
"T1612","2010-2015","EB-tree",-3.18588828439687,-0.105484582308504,-0.0178216230999557,1,43.50022905,13.8,"Declined",181,23
"T1613","2010-2015","EB-tree",-2.66952586871751,-1.07011701304555,2.13100013081665,0.999493043,43.00048252,5.1,"Unimodal",199,21
"T1614","2010-2015","DB-tree",-2.91792098850478,-0.142025122433845,0.226037838679375,0.999493043,66.80051271,10.2,"Unimodal",242,44
"T1615","2010-2015","EB-tree",-3.22215119213668,-0.519672067430224,1.65312004798946,0.999493043,38.99932726,7.2,"Unimodal",240,40
"T1616","2010-2015","EB-tree",-2.9598162913716,-0.0920215395011441,-0.109680422456803,0.999493043,44.60158125,12.7,"Declined",291,45
"T1617","2010-2015","EB-tree",-3.66663752973275,-0.0454506596124526,0.390577378072935,1.200028271,41.3993838,23.9,"Unimodal",254,39
"T1618","2010-2015","EB-tree",-2.82385235212959,-0.00495082338097744,-0.398002513866208,0.999493043,39.9988203,20.9,"Declined",274,47
"T1619","2010-2015","EB-tree",-3.71387285107787,-0.285776815327431,1.42991285874233,0.999493043,37.29955246,15.3,"Unimodal",203,34
"T1620","2010-2015","DB-tree",-3.86368595973333,0.00735910767467343,0.0254631003930336,0.999493043,43.50022905,33.7,"Increased",247,27
"T1701","2010-2015","EB-tree",-1.90630887517366,-0.705810570749557,1.43281525710411,0.999493043,40.19935553,7.8,"Unimodal",176,53
"T1702","2010-2015","EB-tree",-2.45760368877388,-0.264067904129461,1.28823826715846,1.1,54.59969478,15.8,"Unimodal",78,34
"T1703","2010-2015","DB-tree",-2.24180044798395,-0.0715058250095407,-0.0509872677940757,1,66.0015549,23.9,"Declined",100,32
"T1704","2010-2015","DB-tree",-2.37499998919811,-0.0258966617476638,-0.304125833070718,0.999493043,61.7998644,26.5,"Declined",185,50
"T1705","2010-2015","EB-tree",-2.4519614082729,-0.00238344262881112,-0.311649509169044,0.999493043,58.9987374,40.4,"Declined",194,53
"T1706","2010-2015","EB-tree",-1.85064387367146,-0.399846430173866,0.246233587236029,0.999493043,38.90065119,6.4,"Declined",250,73
"T1707","2010-2015","EB-tree",-1.72896323421543,-0.175457667180182,-0.0371289654941623,0.999493043,73.19854143,10.8,"Declined",216,89
"T1708","2010-2015","EB-tree",-2.90510797493167,0.00383138226613821,-0.552192124392471,0.999493043,80.20135892,27.4,"Declined",171,26
"T1709","2010-2015","EB-tree",-3.71801587909253,-0.0566670719737315,0.12089317784822,0.999493043,39.90014423,14.8,"Unimodal",142,15
"T1710","2010-2015","EB-tree",-3.10016188626624,-0.104329682871225,-0.00649552186817721,0.999493043,39.90014423,12.2,"Declined",151,22
"T1711","2010-2015","EB-tree",-3.52175261145064,0.044416227309087,-0.706050196172456,0.999493043,48.89876472,29.1,"U-shaped",172,16
"T1712","2010-2015","EB-tree",-2.85777805797762,-0.0921532534165418,-0.212347042597545,1.1,45.49921513,18,"Declined",178,27
"T1713","2010-2015","EB-tree",-2.17413054363981,-0.0407929191491333,-0.524996013021556,1,34.80081986,23.6,"Declined",158,40
"T1714","2010-2015","EB-tree",-2.68152946928674,0.0936881773621658,-1.27485363785635,1.1,41.30070773,35.7,"U-shaped",186,26
"T1715","2010-2015","EB-tree",-3.39277720655995,-0.111453311151111,0.0288548045711835,1.101352206,46.9984547,12.9,"Declined",262,28
"T1716","2010-2015","EB-tree",-4.57982574566674,-0.160837306866274,0.865525529799346,0.999493043,54.39915955,14.6,"Unimodal",253,17
"T1717","2010-2015","EB-tree",-2.96794062454339,0.061402015812105,-0.719188818560273,0.999493043,34.69896069,27.6,"U-shaped",287,45
"T1718","2010-2015","EB-tree",-3.30083566537604,-0.0412631616795173,-0.0297735346703748,0.999493043,48.0998069,17.1,"Declined",258,36
"T1719","2010-2015","EB-tree",-2.16367106362126,0.140891615078912,-1.52595271223857,1,40.30121469,27.9,"U-shaped",193,43
"T1720","2010-2015","EB-tree",-3.19645565941982,0.055542003753112,-0.449387013840877,0.999493043,39.19986248,29.1,"U-shaped",240,37
"T1801","2010-2015","EB-tree",-3.08941458848442,-0.305776648928468,1.00317426976416,0.999493043,44.40104602,13.8,"Unimodal",238,47
"T1802","2010-2015","EB-tree",-3.79820261532031,0.0182862129865686,0.0271041071743411,0.999493043,40.39989075,35.3,"Increased",333,40
"T1803","2010-2015","EB-tree",-3.05129743655302,-0.00734535779527821,-0.0812013756356753,0.999493043,49.00062388,22.9,"Declined",269,51
"T1804","2010-2015","EB-tree",-2.6379039341608,-0.0223697674991526,-0.725353384438086,0.999493043,49.29983517,20.1,"Declined",366,58
"T1805","2010-2015","EB-tree",-3.40550256017278,0.10241430759639,-0.855550642705524,0.999493043,45.8,45.8,"U-shaped",278,28
"T1806","2010-2015","EB-tree",-3.0417631484167,-0.0277358689331534,-0.24756893886804,1,60.19876568,16.9,"Declined",303,46
"T1807","2010-2015","EB-tree",-2.10211890404846,0.0408939627355112,-0.758762268298902,1,46.40003211,27.5,"U-shaped",266,78
